Date,Close
2013-8-14,192.89340209960938
2013-8-15,
2013-8-16,191.9400634765625
2013-8-19,191.26600646972656
2013-8-20,191.27149963378906
2013-8-21,191.17568969726562
2013-8-22,190.70108032226562
2013-8-23,190.3936767578125
2013-8-26,190.79246520996094
2013-8-27,191.6820526123047
2013-8-28,191.80055236816406
2013-8-29,192.78993225097656
2013-8-30,193.334716796875
2013-9-2,192.62474060058594
2013-9-3,192.21551513671875
2013-9-4,191.8470001220703
2013-9-5,191.65269470214844
2013-9-6,192.42999267578125
2013-9-9,191.28192138671875
2013-9-10,190.36041259765625
2013-9-11,190.5670166015625
2013-9-12,191.17300415039062
2013-9-13,191.63429260253906
2013-9-16,191.74000549316406
2013-9-17,191.24000549316406
2013-9-18,191.27000427246094
2013-9-19,190.30999755859375
2013-9-20,190.17999267578125
2013-9-23,191.19000244140625
2013-9-24,191.75
2013-9-25,191.4600067138672
2013-9-26,191.64999389648438
2013-9-27,191.6999969482422
2013-9-30,191.92999267578125
2013-10-1,192.14999389648438
2013-10-2,192.1699981689453
2013-10-4,192.00999450683594
2013-10-7,192.21144104003906
2013-10-8,192.25999450683594
2013-10-9,192.5399932861328
2013-10-10,191.70408630371094
2013-10-11,191.47000122070312
2013-10-14,191.36000061035156
2013-10-15,191.7100067138672
2013-10-16,191.52000427246094
2013-10-17,191.2899932861328
2013-10-18,191.27999877929688
2013-10-21,191.13999938964844
2013-10-22,190.83999633789062
2013-10-23,191.50999450683594
2013-10-24,190.9600067138672
2013-10-25,190.92999267578125
2013-10-28,190.89999389648438
2013-10-29,191
2013-10-30,191.1199951171875
2013-10-31,192.6300048828125
2013-11-1,193.11000061035156
2013-11-4,193.00999450683594
2013-11-5,193.00999450683594
2013-11-6,192.6699981689453
2013-11-7,194.52999877929688
2013-11-8,193.9499969482422
2013-11-11,193.3000030517578
2013-11-12,192.47000122070312
2013-11-13,192.97000122070312
2013-11-14,192.72999572753906
2013-11-15,192.36000061035156
2013-11-18,192.3699951171875
2013-11-19,192.1199951171875
2013-11-20,192.94000244140625
2013-11-21,191.88999938964844
2013-11-22,191.2899932861328
2013-11-25,191.47000122070312
2013-11-26,191.38999938964844
