Date,Close
2024-10-3,17.923999786376953
2024-10-4,18.163999557495117
2024-10-7,18.143999099731445
2024-10-8,18.06399917602539
2024-10-9,18.197999954223633
2024-10-10,18.107999801635742
2024-10-11,18.360000610351562
2024-10-14,18.42799949645996
2024-10-15,18.582000732421875
2024-10-16,18.676000595092773
2024-10-17,18.826000213623047
2024-10-18,18.666000366210938
2024-10-21,18.445999145507812
2024-10-22,18.384000778198242
2024-10-23,18.266000747680664
2024-10-24,18.246000289916992
2024-10-25,18.239999771118164
2024-10-28,18.36400032043457
2024-10-29,18.277999877929688
2024-10-30,18.284000396728516
2024-10-31,18.1299991607666
2024-11-1,18.16200065612793
2024-11-4,18.107999801635742
2024-11-5,18.142000198364258
2024-11-6,19.200000762939453
2024-11-7,19.323999404907227
2024-11-8,19.288000106811523
2024-11-11,19.631999969482422
2024-11-12,19.579999923706055
2024-11-13,19.624000549316406
2024-11-14,19.486000061035156
2024-11-15,19.378000259399414
2024-11-18,19.38599967956543
2024-11-19,19.224000930786133
2024-11-20,19.288000106811523
2024-11-21,19.687999725341797
2024-11-22,20.024999618530273
2024-11-25,20.280000686645508
2024-11-26,20.079999923706055
2024-11-27,19.916000366210938
2024-11-28,20.079999923706055
2024-11-29,20.065000534057617
2024-12-2,20.145000457763672
2024-12-3,20.100000381469727
2024-12-4,20.014999389648438
2024-12-5,20.045000076293945
2024-12-6,19.79599952697754
2024-12-9,19.916000366210938
2024-12-10,19.961999893188477
2024-12-11,19.992000579833984
2024-12-12,19.902000427246094
2024-12-13,19.714000701904297
2024-12-16,19.658000946044922
