Date,Close
2015-2-18,30.372190475463867
2015-2-19,30.371179580688477
2015-2-20,30.540000915527344
2015-2-23,30.729999542236328
2015-2-24,30.829999923706055
2015-2-25,30.889999389648438
2015-2-26,31.219999313354492
2015-2-27,31.290000915527344
2015-3-2,31.260000228881836
2015-3-3,30.979999542236328
2015-3-4,31.079999923706055
2015-3-5,31.459999084472656
2015-3-6,31.639999389648438
2015-3-9,31.6200008392334
2015-3-10,31.350000381469727
2015-3-11,31.68000030517578
2015-3-12,31.670000076293945
2015-3-13,31.790000915527344
2015-3-16,31.860000610351562
2015-3-17,31.469999313354492
2015-3-18,31.5
2015-3-19,31.719999313354492
2015-3-20,31.940000534057617
2015-3-23,31.959999084472656
2015-3-24,32.02000045776367
2015-3-25,31.81999969482422
2015-3-26,31.479999542236328
2015-3-27,31.5
2015-3-30,31.739999771118164
2015-3-31,31.760000228881836
2015-4-1,31.860000610351562
2015-4-2,31.950000762939453
2015-4-7,32.34000015258789
2015-4-8,32.54999923706055
2015-4-9,32.84000015258789
2015-4-10,33.5
2015-4-13,33.220001220703125
2015-4-14,33.20000076293945
2015-4-15,33.41999816894531
2015-4-16,33.150001525878906
2015-4-17,32.54999923706055
2015-4-20,32.83000183105469
2015-4-21,32.90999984741211
2015-4-22,32.77000045776367
2015-4-23,32.689998626708984
2015-4-24,32.709999084472656
2015-4-27,33.2599983215332
2015-4-28,32.81999969482422
2015-4-29,32.400001525878906
2015-4-30,32.189998626708984
2015-5-4,32.279998779296875
2015-5-5,31.860000610351562
2015-5-6,31.719999313354492
2015-5-7,31.760000228881836
2015-5-8,32.709999084472656
2015-5-11,32.95000076293945
2015-5-12,32.529998779296875
2015-5-13,32.70000076293945
2015-5-14,32.9900016784668
2015-5-15,33
2015-5-18,32.93000030517578
2015-5-19,33.34000015258789
2015-5-20,33.439998626708984
2015-5-21,33.47999954223633
2015-5-22,33.439998626708984
2015-5-26,33.349998474121094
2015-5-27,33.65999984741211
2015-5-28,33.38999938964844
2015-5-29,32.959999084472656
2015-6-1,33.029998779296875
2015-6-2,32.970001220703125
2015-6-3,32.970001220703125
2015-6-4,32.68000030517578
2015-6-5,32.349998474121094
2015-6-8,32.09000015258789
2015-6-9,32.08000183105469
2015-6-10,32.56999969482422
2015-6-11,32.66999816894531
2015-6-12,32.380001068115234
2015-6-15,31.75
2015-6-16,31.979999542236328
2015-6-17,31.90999984741211
2015-6-18,31.799999237060547
2015-6-19,32.0099983215332
2015-6-22,32.540000915527344
2015-6-23,32.97999954223633
2015-6-24,32.72999954223633
2015-6-25,32.7599983215332
2015-6-26,32.7400016784668
2015-6-29,31.90999984741211
2015-6-30,31.81999969482422
2015-7-1,32.310001373291016
2015-7-2,32.099998474121094
2015-7-3,31.940000534057617
2015-7-6,31.5
2015-7-7,30.950000762939453
2015-7-8,30.81999969482422
2015-7-9,31.3799991607666
2015-7-10,31.8700008392334
2015-7-13,32.4900016784668
2015-7-14,32.56999969482422
2015-7-15,32.68000030517578
